file,2,3,0,7,5,9,11,13,1,6,24,25,58,59,72,36,10,33,4,26,12,56,74,8,19,16,62,14,32,37,23,17,20
2025-02-13_15-24-30.972/rgb/CAM_FRONT/00000000.jpeg,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-02-13_15-24-30.972/rgb/CAM_FRONT/00000050.jpeg,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-02-13_15-24-30.972/rgb/CAM_FRONT/00000100.jpeg,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-02-13_15-24-30.972/rgb/CAM_FRONT/00000150.jpeg,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-02-13_15-24-30.972/rgb/CAM_FRONT/00000200.jpeg,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-03-25_15-35-54.464-5-38/rgb/CAM_FRONT/00000045.jpeg,7,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-03-25_15-35-54.464-5-38/rgb/CAM_FRONT/00000095.jpeg,7,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-03-25_15-35-54.464-5-38/rgb/CAM_FRONT/00000145.jpeg,5,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-03-25_15-35-54.464-5-38/rgb/CAM_FRONT/00000195.jpeg,6,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-03-25_15-35-54.464-5-38/rgb/CAM_FRONT/00000250.jpeg,8,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-03-25_15-35-54.464-5-38/rgb/CAM_FRONT/00000300.jpeg,7,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-02-13_15-57-00.567/rgb/CAM_FRONT/00000020.jpeg,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-02-13_15-57-00.567/rgb/CAM_FRONT/00000070.jpeg,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-02-13_15-57-00.567/rgb/CAM_FRONT/00000120.jpeg,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-02-13_15-57-00.567/rgb/CAM_FRONT/00000170.jpeg,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-02-13_15-57-00.567/rgb/CAM_FRONT/00000315.jpeg,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-02-13_15-57-00.567/rgb/CAM_FRONT/00000365.jpeg,6,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-02-13_15-57-00.567/rgb/CAM_FRONT/00000415.jpeg,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-02-13_15-57-00.567/rgb/CAM_FRONT/00000465.jpeg,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-02-13_15-57-00.567/rgb/CAM_FRONT/00000610.jpeg,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-02-13_15-57-00.567/rgb/CAM_FRONT/00000660.jpeg,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-02-13_15-57-00.567/rgb/CAM_FRONT/00000710.jpeg,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-02-13_15-57-00.567/rgb/CAM_FRONT/00000760.jpeg,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-02-12_14-16-08.907/rgb/CAM_FRONT/00000040.jpeg,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-02-12_14-16-08.907/rgb/CAM_FRONT/00000090.jpeg,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-02-12_14-16-08.907/rgb/CAM_FRONT/00000140.jpeg,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-02-12_14-16-08.907/rgb/CAM_FRONT/00000190.jpeg,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-04-04_13-05-05.936-300-269/rgb/CAM_FRONT/00000455.jpeg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-04-04_13-05-05.936-300-269/rgb/CAM_FRONT/00000505.jpeg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-04-04_13-05-05.936-300-269/rgb/CAM_FRONT/00000555.jpeg,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-04-04_13-05-05.936-300-269/rgb/CAM_FRONT/00000605.jpeg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-04-04_13-05-05.936-300-269/rgb/CAM_FRONT/00000660.jpeg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-04-04_13-05-05.936-300-269/rgb/CAM_FRONT/00000710.jpeg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025-04-04_13-05-05.936-300-269/rgb/CAM_FRONT/00000760.jpeg,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
